Park,Timepoint,Year,Name,Municipality,Urban_Kmeans_Cluster,MedianIncome,Distance.From.CityCenter(km),Park_Area(m2),Perimeter-Area_ratio,Population_Density_in_Surrounding_Area,Imperviousness_in_500m_boundary,Soil_Water_Holding_Capacity,BD_mean,Soil_Nitrogen_Percentage,Soil_Carbon_Percentage,Soil_pH,MedianResidentAge,Soil_Sand,Soil_Silt,Soil_Clay,Soil_Saturation,Soil_Moisture,PC1_Urban,PC2_SoilSpatial,PC3_SoilResource,Abundance_per_kg,Richness,BrayCurtis_BetweenPark,Shannon_WholePark,Entomobryidae,Sminthuridae,Isotomidae,Onychiuridae,Neanuridae,Hypogasturidae,Oribatidae_Phenopelopidae_Morpho1,Prostigmata_Erythraeoidea_Morpho2,Prostigmata_Tydeidae_Morpho_2,Mesostigmata_Rhodacaridae_Morpho4,Mesostigmata_Digamasellidae_Longoseuis_Morpho4,Mesostigmata_Macrochelidae_Morpho1,Mesostigmata_Rhodacaridae_Minirhodacarellus_minimus,Oribatidae_Brachychthoniidae_Morpho1,Prostigmata_Erythraeoidea_Morpho3,Prostigmata_Tetranychoidea_Morpho1,Prostigmata_Erythraeoidea_Morpho1,Prostig12,Oribatidae_Eniochthoniidae_Morpho1,Prostigmata_Pyemotoidea_Morpho2,Prostigmata_Tydeidae_Morpho_1,Mesostig1,Mesostigmata_Rhodacaridae_Morpho2,Mesostigmata_Dermanyssidae_Morpho1,Mesostigmata_Parasitidae_Morpho2,Mesostigmata_Dermanyssidae_Morpho2,Mesostigmata_Laelapidae_Morpho4,Mesostigmata_Laelapidae_Morpho5,Mesostigmata_Digamasellidae_Morpho3,Mesostigmata_Ascidae_Xenoseius_Morpho2,Mesostigmata_Digamasellidae_Morpho1,Mesostig11,Mesostigmata_Blattisociidae_Lasioscius_Morpho1,Mesostigmata_Parholaspididae_Morpho1,Mesostigmata_Rhodacaridae_Morpho1,Mesostigmata_Parasitidae_Morpho1,Mesostigmata_Laelapidae_Morpho1,Mesostigmata_Trachyuropodidae_Morpho1,Mesostigmata_Blattisociidae_Morpho2,Mesostigmata_Eviphididae_Morpho2,Mesostigmata_Ascidae_Morpho1,Mesostigmata_Ameroseiidae_Morpho1,Mesostigmata_Rhodacaridae_Protogamasellopsis_Morpho3,Mesostigmata_Thinozerconidae_Morpho1,Mesostig24,Mesostigmata_Eviphididae_Morpho3,Mesostigmata_Ascidae_Xenoseius_Morpho3,Mesostigmata_Uropodidae_Morpho1,Mesostigmata_Digamasellidae_Morpho2,Endeostigmata_Alicorhagiidae_Morpho1,Mesostigmata_Laelapidae_Morpho2,Mesostigmata_Uropodoidae_Morpho3,Mesostigmata_Ameroseiidae_Morpho2,Mesostigmata_Pachylaelapidae_Sphaeerolaelaps_halothyroidea,Oribatidae_Parakalummidae_Morpho1,Oribatidae_Oribatellidae_Oribatella_Morpho1,Oribatidae_Tectocepheidae_Techtocepheus_Morpho3,Oribatidae_Galumnidae_Morpho3,Oribatidae_Oribatulidae_Morpho2,Oribatid8,Oribatidae_Parakalummidae_Morpho3,Oribatidae_Galumnidae_Morpho1,Oribatidae_Eupthiracaridae_Morpho1,Oribatidae_Hermanniidae_Hermania_reticulata,Oribatidae_Camisiidae_Platynothrus_peltifer,Oribatidae_Tectocepheidae_Morpho1,Oribatidae_Haplozeticae_Morpho1,Oribatidae_Galumnidae_Morpho2,Oribatidae_Oribatellidae_Morpho2,Oribatidae_Tectocepheidae_Morpho2,Oribatidae_Parakalummidae_Neoribates_Morpho2,Oribatidae_Opiidae_Morpho1,Oribatidae_Achipteriidae_Morpho1,Oribatidae_Eulohmanniidae_Morpho2,Oribatidae_Oribatulidae_Morpho1,Astig2,Astigmata_Hypopi_Morpho1,Astig4,Astigmata_Hypopi_Morpho2,Astigmata_Acaridae,Prostigmata_Pyemotoidea_Morpho1,Astig8,Astig9,Astig10,Astig11,Astig12,Astig13,Astig14,Astig15,Astig16,Brachymyrmex_depilis,Ponera pennsylvanica,Tetramorium_immigrans,Lasius_americanus,Lasius_nearcticus,Enchytraeid,Fungus_Gnat_Larvae,Millipede,Pauropod,Protura,Staphylinid,Symphylan,Isopod,Snail,Pseudoscorpion,Parasitic wasp,Mesostigmata_Trachyuropodidae_Leonardiella_Morpho1,Prostig20,Mesostigmata_Podocinidae_Morpho1,Mesostigmata_Laelapidae_Ololaelaps_Morpho3,Mesostigmata_Eviphididae_Morpho1,Prenolepis_imparis,Lithobiidae,Geophilidae,Total_Centipedes,Japygoidea,Campodeidae,Total_Diplura,Prostig 22,Mesostigmata_Uropodidae_Morpho2,Earwig,Tetramorium immigrans,Araneae
4,Fall,2021,BucklandPark,City of Brighton,Low_Urban,38902,5.1,429755,0.006283394,815.6,23.05450942,29.68674699,1.301354464,0.337419,4.171235,7.26,22.1,27,43,30,0.589764274,17.50818278,0.595553745,0.148580964,-0.86407041,154.82529,50,0.724286838,3.225727374,0.011886619,0.00182823,0.01852178,0.002702351,0,0,0.001810842,0,0,0,0,0.002433388,0,0,0,2.39E-04,0,0,0,0,0,0,0.001089972,0,2.61E-04,0,0.004909013,2.46E-04,0.006740595,0.001781587,0,0,7.83E-04,0.005105831,0,2.39E-04,0,0,5.22E-04,0,2.39E-04,0,0.001044109,0.002041065,2.61E-04,0,5.22E-04,0,0.001274332,0.007043998,0,0.001909537,0,0,0.018317631,0.001028707,0,5.29E-04,0,8.13E-04,9.56E-04,2.84E-04,0,0,7.68E-04,0,0.01714454,4.91E-04,0,0,0,0,0,0,0,0,0,0.001228126,0.003249066,0,2.39E-04,0,0,0,0,0,0,0,0,0,0,0.001737283,2.46E-04,0,0,0,0,0.001208001,0,0.001951584,0.002841098,0.005660344,2.84E-04,2.84E-04,0,0,0,0,0,0,0,0,0.003945879,0,0.003945879,0,0.004479884,0.004718801,0,0,0,0,0.003040434
4,Fall,2022,BucklandPark,City of Brighton,Low_Urban,38902,5.1,429755,0.006283394,815.6,23.05450942,29.68674699,1.301354464,0.337419,4.171235,7.26,22.1,27,43,30,0.589764274,17.50818278,0.595553745,0.148580964,-0.86407041,471.6522145,50,0.821258252,2.905146665,0.069605374,0.009916739,0.077169477,0,0,0.01570426,0.003838979,0,0,0.0047478,0,3.04E-04,0,0,8.21E-04,7.30E-04,2.73E-04,0,0,0,6.09E-04,3.04E-04,8.24E-04,0,0,0,0.001942419,0,0.016294812,0,0.010128506,0,0,0.012965726,0.001643663,0,0,0,0,3.65E-04,0,0,0,0.001522053,0,0,9.13E-04,0,5.77E-04,0.00505221,3.04E-04,0.005843446,0,0,0.070096444,0.004751394,0,0.005325212,0,0,0.003652541,0.027077201,2.73E-04,0,0.021308747,0,0.022282482,0,0,0,0,0,0,0,2.73E-04,0,0,0,0,0,2.73E-04,0,0,0,0,0,0,0,0,0,0.011480322,0.004602035,3.04E-04,0,0,0,0,0.02274833,0,3.65E-04,0.003075117,3.04E-04,0.00389452,5.48E-04,0,0,0,0,0,0,0,0,0.001673058,2.73E-04,0.00194606,0,0.009082049,0.009082049,0,0,0,0,0.00455972
4,Spring,2021,BucklandPark,City of Brighton,Low_Urban,38902,5.1,429755,0.006283394,815.6,23.05450942,29.68674699,1.301354464,0.337419,4.171235,7.26,22.1,27,43,30,0.589764274,17.50818278,0.595553745,0.148580964,-0.86407041,184.9903943,41,0.681528784,2.5381706,0.039069015,0.001625879,0.023844682,0,0,0,0.004812725,2.84E-04,0,7.75E-04,5.29E-04,0,8.06E-04,0,5.29E-04,0,0,0,0,0,0,0,0.003795216,0,2.46E-04,5.29E-04,0.024545325,0.003583751,0,2.46E-04,2.61E-04,0,5.45E-04,0.002737878,7.75E-04,2.84E-04,2.46E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026237834,0.009451019,0,0.001542587,7.37E-04,0,2.46E-04,0.001228126,0,4.91E-04,0.001228126,0,0,0,0,0,0,0,0,0,0,0,7.17E-04,5.22E-04,4.91E-04,0,0,0,0,0,0,0,0,0,0,0,0.022032543,0.004683213,2.61E-04,0,0,0,0,2.61E-04,0,0,0.00128156,4.85E-04,5.45E-04,0,0,0,0,0,0,0,0,0,0,0,0.00224195,0,0,0,0,0,0,0,2.39E-04
4,Spring,2022,BucklandPark,City of Brighton,Low_Urban,38902,5.1,429755,0.006283394,815.6,23.05450942,29.68674699,1.301354464,0.337419,4.171235,7.26,22.1,27,43,30,0.589764274,17.50818278,0.595553745,0.148580964,-0.86407041,113.1693955,26,0.619310168,2.146526921,0.002345006,0,0.030462642,0,0,0,0.002356479,0,0,0.001823893,0,0,0,0,0,0,0,0,0,0,0,2.72E-04,0,0,0,0,0.002598086,0,5.21E-04,0,0,0,0,0.001042225,2.61E-04,0,0,0.001042225,0,0,0,0,2.61E-04,2.61E-04,0,0,0,0,0,0,0,0,0,0,0.015614596,0.002379562,0,0,0,0,0,5.21E-04,0,0,2.72E-04,0,0.005438432,0,0,0,0,0.004049281,0,0,0,0,0,0,2.53E-04,0,0,0,0,0,0,0,0,0,0,0,0.034107571,2.53E-04,0,0,0,0,0,0.002345006,0,0,0.001302781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001563337,0.001563337,0,0,0,0,2.61E-04
6,Fall,2021,CurtisPointPark,City of Rochester,High_Urban,32144,4.35,238966,0.009805537,5711.2,32.24636147,28.2038835,1.340328002,0.2263591,3.355071,7.63,26.5,56,11,33,0.706545633,19.9273307,0.03889551,0.513131886,-0.73564015,77.15987033,38,0.647921691,2.881700249,0.00148508,0,0.00762853,0,0,0,0,0,0,3.08E-04,0,0,0,0,0,0,0,0,0,0,0,0,6.02E-04,0,0,0,0.00152205,3.01E-04,0.002717464,6.09E-04,0,0,0,0,0,0,0,0,6.09E-04,0,0,0,9.02E-04,8.69E-04,0.001448148,0,3.08E-04,0,0,0,2.90E-04,0,0,0,0.002149242,0.01470841,0,0.001180872,0,3.08E-04,6.02E-04,0,0.001192085,0,0,0,0.003553792,0,0,0,0,0,0,0,0,0,0,0,0,6.02E-04,0,0,0,0,0,0,0,0,0,0,0.010247827,3.08E-04,0.00233939,0.008318587,2.90E-04,2.90E-04,0,3.08E-04,6.16E-04,6.16E-04,2.90E-04,0.00579259,0,0,0,0,0,0,0,0,0,0,8.80E-04,0,8.80E-04,8.91E-04,0,8.91E-04,0,0,0,0,3.08E-04
6,Fall,2022,CurtisPointPark,City of Rochester,High_Urban,32144,4.35,238966,0.009805537,5711.2,32.24636147,28.2038835,1.340328002,0.2263591,3.355071,7.63,26.5,56,11,33,0.706545633,19.9273307,0.03889551,0.513131886,-0.73564015,277.486235,46,0.334162613,2.40985074,0.005694897,0.004250128,0.005429561,0,0,4.73E-04,7.10E-04,0,0,0,0,4.72E-04,0,0,0,0,0,0,0,0,0.001181921,0,9.46E-04,0,2.37E-04,0,0.003554113,0,0.002866579,0.002864921,2.37E-04,2.37E-04,0,9.45E-04,0,0,0,0,0,7.12E-04,0,0,0,0,7.18E-04,0,0.001179433,0,2.37E-04,0,0,0,0,0,0.023863407,0.127983302,0.001900889,0.006651462,0,9.56E-04,0.008078777,0,4.74E-04,0,0,0,0.010876982,0.008553999,0,0,0,0,0,0,0,0,0,0,4.79E-04,0,0,0,0,0,0,0,0,0,0,0,0.011628484,0.002615611,0,0.010762188,0.005739836,0.002151549,0,2.38E-04,4.71E-04,0,0.002845567,0.002139446,0,4.72E-04,0,0,0,0,0,0,2.37E-04,0,0.003088663,2.37E-04,0.003325047,0.002611268,0,0.002611268,0,0,0,0,0.003553284
6,Spring,2021,CurtisPointPark,City of Rochester,High_Urban,32144,4.35,238966,0.009805537,5711.2,32.24636147,28.2038835,1.340328002,0.2263591,3.355071,7.63,26.5,56,11,33,0.706545633,19.9273307,0.03889551,0.513131886,-0.73564015,158.3702868,35,0.522948199,2.648149539,0.018451759,0.013924754,0.014599746,0,0,0,0.001167951,0,4.48E-04,0.003548647,7.12E-04,0,0,0,9.24E-04,0,0,0,0,0,0,4.51E-04,0.005040774,0,0,7.12E-04,0.008686935,0,0,0.002311325,0,2.17E-04,4.55E-04,0.002328376,4.48E-04,0,2.31E-04,2.37E-04,0,4.68E-04,0.005083581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002082132,0.021429382,0,6.93E-04,0.001167951,2.31E-04,0.010528292,6.93E-04,0.001155359,0.001399023,0,0,0,0,0,0,0,0,0,0,0,0,2.37E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033496325,0.002331263,0,0,0,0,0,0,0,0,0,0.002260357,0,0,0,0,0,0,0,0,0,0,0,0,2.17E-04,0,0,0,0,0,0,0,0
6,Spring,2022,CurtisPointPark,City of Rochester,High_Urban,32144,4.35,238966,0.009805537,5711.2,32.24636147,28.2038835,1.340328002,0.2263591,3.355071,7.63,26.5,56,11,33,0.706545633,19.9273307,0.03889551,0.513131886,-0.73564015,136.2764703,33,0.601908361,2.286466778,6.93E-04,0.001046363,0.036887581,0,0,0,0.001321274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47E-04,4.50E-04,0,0,0,7.34E-04,0,0.001394092,0,0,0,0,0,0,0,0,0,2.41E-04,0,0,0,0,0,2.42E-04,0,0,0,0,0,2.47E-04,0,0,0,0.003382118,0.023468058,0,0.002298504,0,0,4.82E-04,2.42E-04,0.001607888,2.09E-04,2.42E-04,0,0.00114482,0,0.006273023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030773657,4.93E-04,0,0.002894985,0,4.81E-04,0.00093,2.42E-04,4.50E-04,4.81E-04,6.61E-04,0.00189209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007063256,0,0.007063348,0,0,0,0,0
7,Fall,2021,EllisonPark,Monroe County,Low_Urban,63718,7.71,172324,0.010720155,763.4,2.402173913,29.27536232,1.409713027,0.2241867,3.28027,7.43,47.5,33,49,18,0.704663964,20.62929286,0.982115312,0.041153513,-0.372801318,128.422985,35,0.597057147,2.480180385,2.16E-04,0.001954821,0.010707215,9.82E-04,0,0,0.002161478,1.96E-04,0,4.32E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218995,0.001287831,0.007021567,4.42E-04,0,0,2.16E-04,0,0,0,0,2.16E-04,0.002002715,6.48E-04,0.001296887,0,0.001729182,0.005222749,2.21E-04,0,0,0,4.42E-04,0,0,0.002611185,0,0,2.16E-04,0.038527544,0,0.001262049,0,0.001755913,0.006603065,0,1.96E-04,0,0.009239754,0,0.023786382,0,0,0,0,0,0,0,0,0,0,0,3.93E-04,0,0,0,0,0,0,0,0,0,0,0,0.002199018,0,0,0,0,1.96E-04,0,0,0,0,6.53E-04,1.96E-04,0,0,0,0,0,0,0,0.00100146,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Fall,2022,EllisonPark,Monroe County,Low_Urban,63718,7.71,172324,0.010720155,763.4,2.402173913,29.27536232,1.409713027,0.2241867,3.28027,7.43,47.5,33,49,18,0.704663964,20.62929286,0.982115312,0.041153513,-0.372801318,215.7218365,41,0.42421594,2.464783686,0.002168413,9.09E-04,0.003907129,0,0,0,0,0,0,2.69E-04,0,0,0,0,0,2.38E-04,0,0,0,0,0,0,0,0,2.64E-04,0,0.014570358,7.66E-04,0.008909001,5.38E-04,0,0,3.03E-04,0.001717136,9.52E-04,0,0,0.004285241,0,0.00388298,0,0,7.92E-04,0.004639985,0,0,0,0,3.03E-04,0,0.002380111,0.003284229,0,0,2.38E-04,0.088000175,0,0.008931996,0,7.40E-04,3.03E-04,0,9.52E-04,0.00238069,0.011507111,0,0.014504762,0,0.003637909,0,0,9.09E-04,0,0.014599583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003230637,0,0,0.003230637,0,2.38E-04,5.33E-04,0,0,0,8.08E-04,0,0,0,0,0,0,0,0,0,2.38E-04,0,3.03E-04,0,3.03E-04,0,0,0,0,0,0,0,0.00505289
7,Spring,2021,EllisonPark,Monroe County,Low_Urban,63718,7.71,172324,0.010720155,763.4,2.402173913,29.27536232,1.409713027,0.2241867,3.28027,7.43,47.5,33,49,18,0.704663964,20.62929286,0.982115312,0.041153513,-0.372801318,225.9775818,45,0.768216129,2.819821578,0.00369656,0.00406847,0.0133963,0,0,0,0,4.35E-04,0,0,0,0,0,0,7.85E-04,2.21E-04,0,0,0,0,0,6.29E-04,0.006369715,7.85E-04,0,4.32E-04,0.003140839,6.31E-04,0,0.008253991,3.93E-04,4.42E-04,1.96E-04,7.85E-04,6.10E-04,0,8.67E-04,4.37E-04,1.96E-04,0.001860441,0.007618255,0,0.003501345,0.002192459,0,0,0,0,0,0,0,0,0,0,0,0.018571386,0,0.001240355,0,2.18E-04,0.015621066,0,0.001066645,0.041296286,0.023339641,0.021030167,0.002175987,4.42E-04,0,0,0,0,0,0,0,2.16E-04,0,0.011707331,1.96E-04,0.023472104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739108,4.35E-04,0,0,0,4.35E-04,3.93E-04,0,0,0,0,0,0,0,0,0,0,0,0,2.21E-04,0,0,0,0,0,0,0,2.18E-04
7,Spring,2022,EllisonPark,Monroe County,Low_Urban,63718,7.71,172324,0.010720155,763.4,2.402173913,29.27536232,1.409713027,0.2241867,3.28027,7.43,47.5,33,49,18,0.704663964,20.62929286,0.982115312,0.041153513,-0.372801318,152.3611348,39,0.729051365,2.603195179,7.08E-04,9.07E-04,0.008063965,0,0,0,2.47E-04,0,2.27E-04,0,0,0,0,0,0,8.29E-04,5.14E-04,0,0,0,0,0,0.003340936,0.001360946,0,0,0.008780978,2.57E-04,0.002361866,7.71E-04,0,0,0,9.87E-04,7.61E-04,0,0,2.47E-04,0.001121223,0.005276213,0,0,0,1.94E-04,4.84E-04,0,3.88E-04,0,0,0,0,7.76E-04,0,0,0.001500518,0.025568576,0,7.40E-04,2.47E-04,6.35E-04,9.07E-04,0,0,0.039806431,0.019064792,0,0.004941581,0.004111921,0,0,0,0,0,0.00102798,0,0,3.88E-04,0,0,0.00417988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002040182,0.007870834,0,0,0,5.04E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27E-04
8,Fall,2021,FarmigtonPark,City of Rochester,High_Urban,48350,4.43,14140,0.035643564,9748.4,44.12625801,27.47768906,1.481944586,0.3308593,3.768868,6.9,28.5,37,44,19,0.817818767,22.4717698,0.339124413,-0.573695839,-0.526862835,121.995844,42,0.579373806,2.895879114,0.005998588,2.42E-04,0.005340172,0.001448747,0,0,2.42E-04,0,0,0.002384097,0,0,0,0,4.83E-04,0,0,0,0,0,6.79E-04,0,8.39E-04,2.42E-04,0,0,0.014836249,0.001981485,0.003864137,0.001207289,0,4.53E-04,0,0.003138952,0,0,0,0,0.001847335,7.24E-04,0,0.00185318,2.32E-04,0.003005868,0,0,0,0,0.001230522,0,0,0,4.53E-04,0,0.003835572,0.030105678,0,0.001448747,0,0.001448747,0.002173121,0,0,0,0,0.013558732,4.58E-04,0,2.42E-04,0,0,0,0,0,0,0,0,4.83E-04,0,0.002316475,0,0,0,0,0,0,0,0,0,0,0,0,6.79E-04,0,0,2.80E-04,0.001639743,2.27E-04,0,0,0.001701837,0.005273568,0,2.32E-04,0,0,0,0,0,0,0,0,0.001584904,0,0.001584904,0,0,0,0,0,0,0,0
8,Fall,2022,FarmigtonPark,City of Rochester,High_Urban,48350,4.43,14140,0.035643564,9748.4,44.12625801,27.47768906,1.481944586,0.3308593,3.768868,6.9,28.5,37,44,19,0.817818767,22.4717698,0.339124413,-0.573695839,-0.526862835,203.7707258,46,0.468598634,2.605097765,0.003861709,0.005587742,0.026490546,0.001164384,0,0,0,0,0,0,0,2.33E-04,0,0,0,0,0,0,0,0,6.99E-04,0.005118525,0.003493151,0,0,0,0.003489903,4.65E-04,0.009615773,5.00E-04,6.98E-04,0,2.33E-04,0.008857995,2.33E-04,0,0,0,0.002095891,0.001075513,0,0,0.002363337,0.003139787,0,0,0.001862887,0,6.98E-04,0,0.002372323,0,0,0,0.002328334,0.076259592,0,0.00320936,5.35E-04,0.002674466,0.001092693,5.35E-04,0.001069786,0,0,0,0.001232874,0,0,0,0,0.014174671,0,0,0,0,5.46E-04,0,5.46E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003493151,0,4.65E-04,2.67E-04,0,0,2.67E-04,0.002402551,0.001965981,0,0,0,0,0,0,0,0,0,0,6.99E-04,0,6.99E-04,0.001198954,0,0.001198954,0,0,0,0,0.002560994
8,Spring,2021,FarmigtonPark,City of Rochester,High_Urban,48350,4.43,14140,0.035643564,9748.4,44.12625801,27.47768906,1.481944586,0.3308593,3.768868,6.9,28.5,37,44,19,0.817818767,22.4717698,0.339124413,-0.573695839,-0.526862835,142.1842158,30,0.64759197,2.33482505,0,0.004016491,0.033305672,0,0,0,7.86E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001584904,9.46E-04,0,0,0,0,0,0,0.001118594,0,4.68E-04,0.002644125,0.002124069,0,0,0,0,0,0,0.001677891,0,0.006485836,0.00463164,5.21E-04,0,0,0,0,0,0,0,0,0,0.001653836,0.045381566,0,0.001954896,0,2.80E-04,0,0,2.42E-04,0,0,0.007037718,0.001931663,0,0,0,0,0,0,0,0,0,0,0.008692483,0,0.007243736,4.83E-04,0,0,0,0,0,0,0,0,0,0.002535652,0,0,0,0,0,4.53E-04,0,0,0.003011417,2.42E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80E-04,0,0,2.26E-04,0,0,0,0,2.26E-04
8,Spring,2022,FarmigtonPark,City of Rochester,High_Urban,48350,4.43,14140,0.035643564,9748.4,44.12625801,27.47768906,1.481944586,0.3308593,3.768868,6.9,28.5,37,44,19,0.817818767,22.4717698,0.339124413,-0.573695839,-0.526862835,81.80595025,37,0.83102263,2.885326199,0,8.99E-04,0.012731619,0,0,0,4.09E-04,0,0,0.001543725,0,0,0,0,0,0,0,0,0,0,0,0,0.004257412,0,0,0,0.002898585,2.42E-04,0.004893816,7.16E-04,0,0,0,6.13E-04,2.39E-04,2.04E-04,0,0,4.09E-04,0,0,8.17E-04,0,6.51E-04,0,0,0,0,4.09E-04,0,0,0,0,0,0.001634668,0.007864192,0,0.002656335,0,2.04E-04,0,0,0.001839001,0,0,0,6.13E-04,0,0.011902473,0,0,0.004423829,0,0,0,0,2.42E-04,2.42E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001431811,0,2.39E-04,0.009802992,0.001193176,0,0.001447295,0.001056084,0,0,0,0,0,0,0,0,0,0,0,6.13E-04,0,6.13E-04,6.85E-04,0,6.85E-04,0,0,0,0,4.84E-04
10,Fall,2021,KodakLotGreenery,City of Rochester,High_Urban,15061,1.39,106234.92,0.015904093,1751.5,65.67829706,27.4763564,1.177986718,0.2104639,3.611562,7.59,25.6,59,22,19,0.369365665,10.14882266,-0.862757939,0.663409861,-0.243847811,51.1601085,16,0.703618654,1.905686947,0,0,0.003447197,0,0,0,7.10E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001284113,0,0,0,0,0,0,0,0,0,0,2.69E-04,0,0,0,6.23E-04,0.010605575,0,3.21E-04,2.87E-04,0,0,0,0,0.003901231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021943274,9.29E-04,0.001740173,0,0,0,0,0,0,0,0,5.75E-04,0,0,0,0,0,0,0,0,0,0,0.001265511,9.97E-04,0.002262356,0,0,0,0,0,0,0,0
10,Fall,2022,KodakLotGreenery,City of Rochester,High_Urban,15061,1.39,106234.92,0.015904093,1751.5,65.67829706,27.4763564,1.177986718,0.2104639,3.611562,7.59,25.6,59,22,19,0.369365665,10.14882266,-0.862757939,0.663409861,-0.243847811,89.1635895,36,0.671558486,2.692532072,0.002627665,0.009749006,0,0,0,0,0.003627145,0,0,0,0,0,0,0,6.12E-04,0,0,0,0,0,0.001387526,0,0.001925267,0,0,0,0.002517124,0,0.003163574,0,0,0,2.41E-04,2.18E-04,0,0,0,0,2.41E-04,0,4.81E-04,2.41E-04,2.41E-04,0,0,0,4.81E-04,0,0,5.55E-04,4.81E-04,0,0,5.55E-04,0.013261657,9.18E-04,3.06E-04,0,4.81E-04,0,5.55E-04,0.001831996,0.005539201,0,0,0,7.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02268368,0,0.001925267,0,0,4.37E-04,0,0,2.41E-04,0,2.78E-04,0.006053306,0,0,0,0,0,0,2.78E-04,0,0,0,0.001064685,0,0.001064685,0,0,0,0,0,0,0,0.002202772
10,Spring,2021,KodakLotGreenery,City of Rochester,High_Urban,15061,1.39,106234.92,0.015904093,1751.5,65.67829706,27.4763564,1.177986718,0.2104639,3.611562,7.59,25.6,59,22,19,0.369365665,10.14882266,-0.862757939,0.663409861,-0.243847811,282.6907785,33,0.701066426,1.756261691,0.004832524,0,0.002128739,0,0,0,0.001686394,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87E-04,0,0.002956734,7.10E-04,0,0,0.004612268,2.87E-04,8.62E-04,5.37E-04,0,0,0.002128739,0.001343321,2.87E-04,5.75E-04,0,0,0,0,0.001284056,0,0.003740725,0,0,0,0,0,0,0,0,0,0,0,0.038242235,0,0,0,0,0,0.001179357,0,0.013516903,0,0,0,0,0.001343321,0,0,0,0,3.21E-04,0,0,0,3.55E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162932864,0.004854559,0.01572969,0,0,0.003734463,0,2.69E-04,0,3.55E-04,3.55E-04,0.004951024,0,0,0,0,0,0,0,0,0,0,0,0,0.001917854,0,0,0.004054908,0,0,0,0,3.21E-04
10,Spring,2022,KodakLotGreenery,City of Rochester,High_Urban,15061,1.39,106234.92,0.015904093,1751.5,65.67829706,27.4763564,1.177986718,0.2104639,3.611562,7.59,25.6,59,22,19,0.369365665,10.14882266,-0.862757939,0.663409861,-0.243847811,173.9413255,37,0.606551199,2.434773832,0.005152777,0.00399996,0.021303598,0,0,0,0.003533321,0,0,5.66E-04,0,0,0,0,0,2.45E-04,0,0.004222027,0,0,0,0,0.004528603,0,0,0,0.004773353,0,0.002312054,0,0,0,0,2.83E-04,0,0,0,0,2.52E-04,0,0,0,0.001901554,0,0,0,0,0,0,0.005717995,2.52E-04,2.52E-04,0,0,0.008602161,0,0,0,2.45E-04,0,2.45E-04,0.001079145,0.018651746,2.83E-04,0,0,2.45E-04,0,0,0,0,0,0,0,0,0,0,0,2.70E-04,0,0,0,0,0,0,0,0,0,0,0,0.065239532,8.49E-04,7.48E-04,0,0,0.003543281,5.03E-04,0,0,2.45E-04,0,0.004255302,0,0,0,0,0,0,0,0,0,0,0.001087047,8.04E-04,0.001891259,0.002197439,0,0.002197439,0,0,0,0,0.001468295
